"","""XX_rep1""","""XX_rep2""","""XX_rep3""","""XX_rep8""","""XX_rep9""","""XX_rep10""","""Xm_rep3""","""Xm_rep7""","""Xm_rep8""","""Xm_rep13""","""Xm_rep15""","""Xp_rep1""","""Xp_rep2""","""Xp_rep3""","""Xp_rep4""","""Xp_rep7""","""Xp_rep9"""
"1557733_a_at",8.80388979520603,7.68818020901708,8.05157154653646,8.02097940300787,7.53480931454986,8.53446282636061,7.44194946315009,8.29303461497465,7.45867048885707,8.35297883473041,7.94210070995395,7.42088921040716,8.75581283262859,8.0647010589726,8.66459289421312,9.11750349288266,8.41359034662891
"232527_at",9.69080440194535,9.0387184013724,10.0318025611822,9.71793527166276,9.97056343312777,10.8681769535023,10.946217359859,10.3633609061737,10.1979631725451,9.94710777459592,9.94462267393313,10.3764271460846,10.8595122941028,10.642043956585,9.4992790340308,11.0764153994247,10.2537835923718
"1557685_at",5.48032712194215,6.2794353099999,7.07513625543427,5.92258866240946,6.37482482935073,6.77794528275865,7.23171858715342,6.98952052589422,7.52311083925768,6.40347256793227,6.63363892977641,6.59717782746303,6.05048185652375,7.00570110799542,6.21560052332819,6.76489775902055,7.09821710037579
"244443_at",7.89182365205899,6.75530668654074,8.29367936260248,7.39960462916506,7.21664112563123,9.11667797567149,8.0823365881556,6.86264940963227,7.58213068446178,7.26794359008975,8.09839827226588,7.99982485337997,8.44561519008451,6.99267075730788,7.38596324529361,7.73380018189158,7.63643390702008
"230776_at",5.05470603464106,5.02267023177218,4.31446779252101,5.1561735129577,4.36365017482085,4.32580119469589,4.46421371332233,4.39984915442434,4.3273992413626,4.7012184733876,4.42272713555155,4.60091106008743,4.92042912925816,4.72700077150759,5.8622801428891,5.16552089136313,5.22458166767269
"238665_at",6.14225021129286,6.08682078751713,6.05524744023586,5.7400216867855,6.38360181212245,6.49611466505485,6.06073455404273,7.03116989944043,7.14909744026944,6.60206720564026,6.94427259215669,5.94624953277781,6.62573378065444,7.2543392343526,6.62246002610735,7.27086739186864,6.23780782009088
"228049_x_at",8.7357815055207,7.85721479603754,7.97623593797485,9.25135062827002,8.02018266576834,8.57770432462895,6.47821777409873,6.90970370300072,7.15495783907112,7.69854958610509,6.77241461247929,6.46880902006456,7.17132574441527,7.8730444665125,7.48733878223252,8.40804872147122,7.65546558773942
"235428_at",5.8226357917024,4.81912104792104,5.20803671391836,5.71136172289685,4.57697772153544,5.52991657129681,4.90449870403302,4.4684286027527,4.16180843017916,4.7594350338406,4.07114138694211,4.69020596419944,4.77574550694818,4.49910298120845,5.40599838193602,5.12791393739909,4.96963171024105
"236520_at",5.51398293211928,5.53322300507239,5.88437830447082,5.69974915330815,5.99245487627648,6.53257687645232,6.44919301109156,5.53333812476915,5.46409494174032,6.22977277707703,5.02106500270615,5.74824456737078,6.32064037310521,6.40941738272189,5.56500196406679,7.06607765516113,6.15535743974117
"241353_s_at",8.6811043015216,8.77622804229163,8.14531552679774,9.13931161718701,8.57790560940673,8.96417831730524,8.57684964569513,7.77260449926055,9.08394469486766,8.72136962514282,8.82404664365077,7.91103305472131,8.05778514248576,8.60369086802408,8.29714504674019,8.33555834566043,8.04774408687729
"239244_at",4.17012541094787,4.21527701684906,4.15472406496133,4.33754233799257,4.29458535932831,4.54489413246056,4.04581351828199,4.5377793036365,4.87310823922355,5.10365618783926,4.09379094504141,4.40418823986406,5.16961044018412,5.28782956133958,4.18415156771445,4.9273042556922,4.76722355295121
"1555618_s_at",9.59188007118901,9.38514176862964,9.20382190712023,9.24891848958537,8.75724823717415,6.60558444899343,7.85168162230823,8.58655961913286,8.38405737601808,8.97357995737209,9.18555726010852,8.39147485747177,7.81738565810058,7.96621327877705,9.24035147827434,7.92968570965056,8.70316120667464
"223036_at",4.38995902819195,4.09941287304124,4.61348504792337,5.29171274909455,4.42912468465681,5.04375130422263,4.23084109565532,4.05934487274291,4.13535423233752,4.37544235535428,4.30808478676765,4.47632133097908,4.23190881555823,4.97291736313911,5.2297658482987,5.0437592630085,4.41612538839393
"203105_s_at",8.66817996042791,8.43029749024644,8.80033393898032,8.78614952572713,8.64099430144769,7.61891827785781,7.48827293408244,7.62446978837353,8.16607938826929,7.87790703304923,7.79322878890508,8.08312859506636,6.75408645853432,7.75553944991377,8.2719332574436,7.55332961861075,7.92183351461905
